,0,1,2,3,4,5,6,7,8,board_str,value
626,,,,X,O,X,,O,,",,,X,O,X,,O,",0.5
627,,,,X,,O,X,,O,",,,X,,O,X,,O",0.5
628,O,,,,,X,O,,X,"O,,,,,X,O,,X",0.5
629,O,,,,O,X,,,X,"O,,,,O,X,,,X",0.5
630,,,O,X,,X,O,,,",,O,X,,X,O,,",0.5
631,,,,,X,O,,O,X,",,,,X,O,,O,X",0.5
632,,O,X,O,X,,,,,",O,X,O,X,,,,",0.5
633,,,,X,,,O,O,X,",,,X,,,O,O,X",0.5
634,O,X,X,,,O,,,,"O,X,X,,,O,,,",0.5
635,X,,O,O,,X,,,,"X,,O,O,,X,,,",0.5
636,O,,X,,,,,O,X,"O,,X,,,,,O,X",0.5
637,,,,O,X,O,,,X,",,,O,X,O,,,X",0.5
638,,,X,X,,O,,,O,",,X,X,,O,,,O",0.5
639,,,O,X,,,X,O,,",,O,X,,,X,O,",0.5
640,,X,,,X,O,O,,,",X,,,X,O,O,,",0.5
641,O,X,,,O,,,,X,"O,X,,,O,,,,X",0.5
642,,X,O,,O,X,,,,",X,O,,O,X,,,",0.5
643,X,,O,,O,,,X,,"X,,O,,O,,,X,",0.5
644,,X,,,,O,X,,O,",X,,,,O,X,,O",0.5
645,X,X,,,O,,,,O,"X,X,,,O,,,,O",0.5
646,,,O,X,,,X,,O,",,O,X,,,X,,O",0.5
647,O,X,,,O,,X,,,"O,X,,,O,,X,,",0.5
648,,,,,,X,X,O,O,",,,,,X,X,O,O",0.5
649,,,,,X,X,O,O,,",,,,X,X,O,O,",0.5
650,,,O,X,,,O,X,,",,O,X,,,O,X,",0.5
651,,,X,O,,,X,,O,",,X,O,,,X,,O",0.5
652,,,,,,O,X,X,O,",,,,,O,X,X,O",0.5
653,,,O,,X,,,X,O,",,O,,X,,,X,O",0.5
654,,O,X,X,,O,,,,",O,X,X,,O,,,",0.5
655,O,,,X,X,O,,,,"O,,,X,X,O,,,",0.5
656,,O,X,,,O,X,,,",O,X,,,O,X,,",0.5
657,O,X,,,,X,O,,,"O,X,,,,X,O,,",0.5
658,X,,O,,,,,O,X,"X,,O,,,,,O,X",0.5
659,X,X,O,O,,,,,,"X,X,O,O,,,,,",0.5
660,X,,,,O,,,O,X,"X,,,,O,,,O,X",0.5
661,,X,,,,O,X,O,,",X,,,,O,X,O,",0.5
662,,O,,,,O,X,X,,",O,,,,O,X,X,",0.5
663,,O,,X,,O,,X,,",O,,X,,O,,X,",0.5
664,X,O,,,X,,O,,,"X,O,,,X,,O,,",0.5
665,X,,X,,,,O,O,,"X,,X,,,,O,O,",0.5
666,X,O,,,X,O,,,,"X,O,,,X,O,,,",0.5
667,,X,X,,,,,O,O,",X,X,,,,,O,O",0.5
668,O,O,,X,,,,X,,"O,O,,X,,,,X,",0.5
669,,,X,O,,,,O,X,",,X,O,,,,O,X",0.5
670,O,O,X,,,,,,X,"O,O,X,,,,,,X",0.5
671,,X,,O,,,,X,O,",X,,O,,,,X,O",0.5
672,,,,X,O,,O,X,,",,,X,O,,O,X,",0.5
673,,,,,,X,O,X,O,",,,,,X,O,X,O",0.5
674,,,,X,O,O,,X,,",,,X,O,O,,X,",0.5
675,,,O,X,O,,X,,,",,O,X,O,,X,,",0.5
676,,,,,X,,O,O,X,",,,,X,,O,O,X",0.5
677,X,O,,,,,O,X,,"X,O,,,,,O,X,",0.5
678,,O,,O,X,X,,,,",O,,O,X,X,,,",0.5
679,,X,O,,,X,,O,,",X,O,,,X,,O,",0.5
680,,,,O,X,,X,,O,",,,O,X,,X,,O",0.5
681,O,X,,,X,O,,,,"O,X,,,X,O,,,",0.5
682,,,O,,X,O,X,,,",,O,,X,O,X,,",0.5
683,O,,,,O,X,X,,,"O,,,,O,X,X,,",0.5
684,O,,,,X,O,,X,,"O,,,,X,O,,X,",0.5
685,,,,X,O,X,O,,,",,,X,O,X,O,,",0.5
686,X,O,,,O,,X,,,"X,O,,,O,,X,,",0.5
687,,O,O,,,X,,,X,",O,O,,,X,,,X",0.5
688,,O,X,,X,O,,,,",O,X,,X,O,,,",0.5
689,,X,O,,,O,,X,,",X,O,,,O,,X,",0.5
690,O,X,,X,,,,O,,"O,X,,X,,,,O,",0.5
691,,X,,O,O,,X,,,",X,,O,O,,X,,",0.5
692,,X,,,,,O,O,X,",X,,,,,O,O,X",0.5
693,X,,,,,O,X,O,,"X,,,,,O,X,O,",0.5
694,,X,,X,,,,O,O,",X,,X,,,,O,O",0.5
695,O,,,X,,,,X,O,"O,,,X,,,,X,O",0.5
696,,,O,,,X,,O,X,",,O,,,X,,O,X",0.5
697,,O,,X,,,O,,X,",O,,X,,,O,,X",0.5
698,,O,O,X,,X,,,,",O,O,X,,X,,,",0.5
699,X,O,,X,,,,,O,"X,O,,X,,,,,O",0.5
700,,,O,O,X,,,X,,",,O,O,X,,,X,",0.5
701,O,X,O,,X,,,,,"O,X,O,,X,,,,",0.5
702,,,,,O,,X,O,X,",,,,O,,X,O,X",0.5
703,,,X,O,,,O,X,,",,X,O,,,O,X,",0.5
704,,X,,X,,,O,,O,",X,,X,,,O,,O",0.5
705,,,,X,,X,O,O,,",,,X,,X,O,O,",0.5
706,O,,,,,,X,X,O,"O,,,,,,X,X,O",0.5
707,X,,X,,O,,O,,,"X,,X,,O,,O,,",0.5
708,X,,,,O,X,O,,,"X,,,,O,X,O,,",0.5
709,,,X,X,O,O,,,,",,X,X,O,O,,,",0.5
710,X,O,,,,X,,,O,"X,O,,,,X,,,O",0.5
711,O,,,,,O,X,X,,"O,,,,,O,X,X,",0.5
712,O,,O,X,,,,X,,"O,,O,X,,,,X,",0.5
713,O,X,,,O,,,X,,"O,X,,,O,,,X,",0.5
714,,,,O,,,O,X,X,",,,O,,,O,X,X",0.5
715,,X,,O,,X,,,O,",X,,O,,X,,,O",0.5
716,,,,,X,X,,O,O,",,,,X,X,,O,O",0.5
717,O,,X,,O,X,,,,"O,,X,,O,X,,,",0.5
718,,,X,,X,,O,O,,",,X,,X,,O,O,",0.5
719,,O,,,X,O,,,X,",O,,,X,O,,,X",0.5
720,O,,X,X,,,,,O,"O,,X,X,,,,,O",0.5
721,,O,,,X,X,O,,,",O,,,X,X,O,,",0.5
722,,,O,,X,,X,,O,",,O,,X,,X,,O",0.5
723,X,,O,,,,O,,X,"X,,O,,,,O,,X",0.5
724,X,,,X,,O,O,,,"X,,,X,,O,O,,",0.5
725,,,O,,X,,,O,X,",,O,,X,,,O,X",0.5
726,X,,,,X,,O,,O,"X,,,,X,,O,,O",0.5
727,,,,X,O,X,,,O,",,,X,O,X,,,O",0.5
728,,X,,O,,,X,O,,",X,,O,,,X,O,",0.5
729,,O,,,X,,O,X,,",O,,,X,,O,X,",0.5
730,,,,,X,,X,O,O,",,,,X,,X,O,O",0.5
731,X,,,O,,O,,X,,"X,,,O,,O,,X,",0.5
732,,O,O,X,,,X,,,",O,O,X,,,X,,",0.5
733,,O,O,,,X,,X,,",O,O,,,X,,X,",0.5
734,O,,,,,X,X,O,,"O,,,,,X,X,O,",0.5
735,,X,O,,,O,,,X,",X,O,,,O,,,X",0.5
736,X,,,,,X,O,,O,"X,,,,,X,O,,O",0.5
737,,,,X,X,,,O,O,",,,X,X,,,O,O",0.5
738,,O,,,,O,X,,X,",O,,,,O,X,,X",0.5
739,,O,,X,,O,,,X,",O,,X,,O,,,X",0.5
740,,O,,X,O,,,X,,",O,,X,O,,,X,",0.5
741,,O,,O,,,,X,X,",O,,O,,,,X,X",0.5
742,O,X,X,O,,,,,,"O,X,X,O,,,,,",0.5
743,,X,,X,O,,O,,,",X,,X,O,,O,,",0.5
744,,X,,O,,O,X,,,",X,,O,,O,X,,",0.5
745,X,,O,,O,X,,,,"X,,O,,O,X,,,",0.5
746,,O,O,,X,,,X,,",O,O,,X,,,X,",0.5
747,,O,,,O,,X,X,,",O,,,O,,X,X,",0.5
748,,,X,O,O,,,X,,",,X,O,O,,,X,",0.5
749,,,O,,O,X,,,X,",,O,,O,X,,,X",0.5
750,X,,O,O,X,,,,,"X,,O,O,X,,,,",0.5
751,X,O,,,X,,,,O,"X,O,,,X,,,,O",0.5
752,X,O,,,,X,,O,,"X,O,,,,X,,O,",0.5
753,,,X,,,,O,O,X,",,X,,,,O,O,X",0.5
754,X,X,,,,,O,O,,"X,X,,,,,O,O,",0.5
755,X,,X,,,O,,O,,"X,,X,,,O,,O,",0.5
756,X,,O,,,X,,O,,"X,,O,,,X,,O,",0.5
757,O,X,,X,,O,,,,"O,X,,X,,O,,,",0.5
758,,X,,O,O,,,X,,",X,,O,O,,,X,",0.5
759,X,,O,X,,,O,,,"X,,O,X,,,O,,",0.5
760,,,O,,,O,,X,X,",,O,,,O,,X,X",0.5
761,X,X,,,,,O,,O,"X,X,,,,,O,,O",0.5
762,,O,X,,,O,,X,,",O,X,,,O,,X,",0.5
763,,O,,X,,X,O,,,",O,,X,,X,O,,",0.5
764,,O,X,,X,,,O,,",O,X,,X,,,O,",0.5
765,,O,X,O,,X,,,,",O,X,O,,X,,,",0.5
766,X,O,,,,X,O,,,"X,O,,,,X,O,,",0.5
767,,,X,,,X,,O,O,",,X,,,X,,O,O",0.5
768,,,O,O,X,,,,X,",,O,O,X,,,,X",0.5
769,O,,,,,,X,O,X,"O,,,,,,X,O,X",0.5
770,X,O,,,,,O,,X,"X,O,,,,,O,,X",0.5
771,,O,X,,O,,X,,,",O,X,,O,,X,,",0.5
772,,,,X,X,O,O,,,",,,X,X,O,O,,",0.5
773,,,,O,O,X,,,X,",,,O,O,X,,,X",0.5
774,O,,X,O,,,,X,,"O,,X,O,,,,X,",0.5
775,,,X,X,,,,O,O,",,X,X,,,,O,O",0.5
776,,X,O,X,,,,,O,",X,O,X,,,,,O",0.5
777,X,X,O,,,,,O,,"X,X,O,,,,,O,",0.5
778,X,O,,O,,,,,X,"X,O,,O,,,,,X",0.5
779,,X,O,,,X,,,O,",X,O,,,X,,,O",0.5
780,X,,,O,,X,,O,,"X,,,O,,X,,O,",0.5
781,X,,,X,,,O,O,,"X,,,X,,,O,O,",0.5
782,,,X,,,O,X,O,,",,X,,,O,X,O,",0.5
783,O,X,,,X,,,,O,"O,X,,,X,,,,O",0.5
784,O,X,,,,,X,,O,"O,X,,,,,X,,O",0.5
785,O,O,X,,,,X,,,"O,O,X,,,,X,,",0.5
786,,O,,,X,,X,,O,",O,,,X,,X,,O",0.5
787,,,X,,O,,O,X,,",,X,,O,,O,X,",0.5
788,,,,,O,X,O,X,,",,,,O,X,O,X,",0.5
789,,O,X,,,,O,,X,",O,X,,,,O,,X",0.5
790,X,,,O,,X,,,O,"X,,,O,,X,,,O",0.5
791,,X,,,O,,,O,X,",X,,,O,,,O,X",0.5
792,,X,O,,,X,O,,,",X,O,,,X,O,,",0.5
793,,,X,,O,O,,X,,",,X,,O,O,,X,",0.5
794,X,X,,,,O,,O,,"X,X,,,,O,,O,",0.5
795,O,,O,,,X,,X,,"O,,O,,,X,,X,",0.5
796,,X,X,O,,O,,,,",X,X,O,,O,,,",0.5
797,O,,X,,,O,,X,,"O,,X,,,O,,X,",0.5
798,X,O,,,,,X,,O,"X,O,,,,,X,,O",0.5
799,O,X,,O,,,,X,,"O,X,,O,,,,X,",0.5
800,X,,,,X,O,O,,,"X,,,,X,O,O,,",0.5
801,,X,,,X,,O,O,,",X,,,X,,O,O,",0.5
802,,,O,,O,X,X,,,",,O,,O,X,X,,",0.5
803,,O,X,,,,,O,X,",O,X,,,,,O,X",0.5
804,O,X,,O,,X,,,,"O,X,,O,,X,,,",0.5
805,,,X,,O,X,O,,,",,X,,O,X,O,,",0.5
806,X,,O,O,,,,X,,"X,,O,O,,,,X,",0.5
807,,,,,O,O,X,,X,",,,,O,O,X,,X",0.5
808,,,,X,,,O,X,O,",,,X,,,O,X,O",0.5
809,X,,X,,,O,,,O,"X,,X,,,O,,,O",0.5
810,,O,X,,,,,X,O,",O,X,,,,,X,O",0.5
811,O,,X,,,X,,,O,"O,,X,,,X,,,O",0.5
812,X,O,X,,,O,,,,"X,O,X,,,O,,,",0.5
813,X,X,,O,,,,O,,"X,X,,O,,,,O,",0.5
814,,O,,,X,,X,O,,",O,,,X,,X,O,",0.5
815,O,,O,X,,X,,,,"O,,O,X,,X,,,",0.5
816,O,,O,,,X,X,,,"O,,O,,,X,X,,",0.5
817,,,O,X,,,,X,O,",,O,X,,,,X,O",0.5
818,,,O,,,X,O,X,,",,O,,,X,O,X,",0.5
819,,O,O,,X,,X,,,",O,O,,X,,X,,",0.5
820,O,X,O,X,,,,,,"O,X,O,X,,,,,",0.5
821,O,X,,X,O,,,,,"O,X,,X,O,,,,",0.5
822,X,,O,O,,,X,,,"X,,O,O,,,X,,",0.5
823,X,,O,,,O,,X,,"X,,O,,,O,,X,",0.5
824,,,X,,X,,O,,O,",,X,,X,,O,,O",0.5
825,X,O,X,,O,,,,,"X,O,X,,O,,,,",0.5
826,,,X,,,X,O,O,,",,X,,,X,O,O,",0.5
827,O,,X,,X,,O,,,"O,,X,,X,,O,,",0.5
828,,,,O,,X,,X,O,",,,O,,X,,X,O",0.5
829,X,,,X,O,,O,,,"X,,,X,O,,O,,",0.5
830,,,X,O,,O,,X,,",,X,O,,O,,X,",0.5
831,X,,,O,,O,,,X,"X,,,O,,O,,,X",0.5
832,,,,O,X,,O,,X,",,,O,X,,O,,X",0.5
833,,,O,,,,O,X,X,",,O,,,,O,X,X",0.5
834,,X,,O,,,X,,O,",X,,O,,,X,,O",0.5
835,,,X,,,X,O,,O,",,X,,,X,O,,O",0.5
836,X,,,,,,O,X,O,"X,,,,,,O,X,O",0.5
837,X,,,,,,X,O,O,"X,,,,,,X,O,O",0.5
838,,O,X,,,O,,,X,",O,X,,,O,,,X",0.5
839,X,O,O,,,,,X,,"X,O,O,,,,,X,",0.5
840,O,O,,,X,X,,,,"O,O,,,X,X,,,",0.5
841,,X,X,,O,O,,,,",X,X,,O,O,,,",0.5
842,O,X,,,,,,O,X,"O,X,,,,,,O,X",0.5
843,,X,O,X,,O,,,,",X,O,X,,O,,,",0.5
844,O,,,X,,O,,X,,"O,,,X,,O,,X,",0.5
845,,,,X,O,,X,O,,",,,X,O,,X,O,",0.5
846,,,,O,,X,O,,X,",,,O,,X,O,,X",0.5
847,,X,,,O,,O,,X,",X,,,O,,O,,X",0.5
848,,X,,,O,X,O,,,",X,,,O,X,O,,",0.5
849,O,O,,,,,X,X,,"O,O,,,,,X,X,",0.5
850,X,O,,X,O,,,,,"X,O,,X,O,,,,",0.5
851,O,X,X,,,,O,,,"O,X,X,,,,O,,",0.5
852,O,O,,X,,X,,,,"O,O,,X,,X,,,",0.5
853,,X,,,O,O,,X,,",X,,,O,O,,X,",0.5
854,X,,X,O,O,,,,,"X,,X,O,O,,,,",0.5
855,,O,O,,,X,X,,,",O,O,,,X,X,,",0.5
856,,,,,O,O,X,X,,",,,,O,O,X,X,",0.5
857,,,,O,X,O,X,,,",,,O,X,O,X,,",0.5
858,X,O,,,,,,O,X,"X,O,,,,,,O,X",0.5
859,O,,,X,,X,,,O,"O,,,X,,X,,,O",0.5
860,O,,X,,,,X,O,,"O,,X,,,,X,O,",0.5
861,,,X,,X,,,O,O,",,X,,X,,,O,O",0.5
862,,,,,X,O,X,,O,",,,,X,O,X,,O",0.5
863,O,O,X,,,,,X,,"O,O,X,,,,,X,",0.5
864,,X,,X,O,O,,,,",X,,X,O,O,,,",0.5
865,X,,,O,,,X,O,,"X,,,O,,,X,O,",0.5
866,,,,X,,O,O,,X,",,,X,,O,O,,X",0.5
867,,,,X,O,O,,,X,",,,X,O,O,,,X",0.5
868,,O,,,O,,,X,X,",O,,,O,,,X,X",0.5
869,O,,X,,,,O,X,,"O,,X,,,,O,X,",0.5
870,,,O,X,,,O,,X,",,O,X,,,O,,X",0.5
871,,X,,O,,X,O,,,",X,,O,,X,O,,",0.5
872,X,,,,O,,X,O,,"X,,,,O,,X,O,",0.5
873,O,X,O,,,,X,,,"O,X,O,,,,X,,",0.5
874,X,,,X,,O,,O,,"X,,,X,,O,,O,",0.5
875,,O,,,X,X,,O,,",O,,,X,X,,O,",0.5
876,,X,O,,,,,O,X,",X,O,,,,,O,X",0.5
877,,,,X,,O,,O,X,",,,X,,O,,O,X",0.5
878,X,X,,O,,O,,,,"X,X,,O,,O,,,",0.5
879,,,,O,O,,,X,X,",,,O,O,,,X,X",0.5
880,,,,,O,,X,X,O,",,,,O,,X,X,O",0.5
881,,X,X,,O,,,,O,",X,X,,O,,,,O",0.5
882,,,,X,,O,,X,O,",,,X,,O,,X,O",0.5
883,,X,O,,,,,X,O,",X,O,,,,,X,O",0.5
884,O,,,X,,O,X,,,"O,,,X,,O,X,,",0.5
885,,,X,X,,,O,O,,",,X,X,,,O,O,",0.5
886,,O,,X,,,X,O,,",O,,X,,,X,O,",0.5
887,O,,,,X,,X,O,,"O,,,,X,,X,O,",0.5
888,,,O,O,,X,,,X,",,O,O,,X,,,X",0.5
889,O,,,X,O,,,,X,"O,,,X,O,,,,X",0.5
890,,,O,O,,,,X,X,",,O,O,,,,X,X",0.5
891,,,X,O,,X,,,O,",,X,O,,X,,,O",0.5
892,X,,O,,,,X,,O,"X,,O,,,,X,,O",0.5
893,,,O,X,O,X,,,,",,O,X,O,X,,,",0.5
894,O,X,,,,,O,,X,"O,X,,,,,O,,X",0.5
895,,,,O,,X,X,,O,",,,O,,X,X,,O",0.5
896,O,,X,,O,,X,,,"O,,X,,O,,X,,",0.5
897,O,,,X,,X,O,,,"O,,,X,,X,O,,",0.5
898,,,,O,,X,,O,X,",,,O,,X,,O,X",0.5
899,O,,X,,,O,,,X,"O,,X,,,O,,,X",0.5
900,X,,O,X,O,,,,,"X,,O,X,O,,,,",0.5
901,,,,O,O,,X,,X,",,,O,O,,X,,X",0.5
902,,O,,,,,X,O,X,",O,,,,,X,O,X",0.5
903,X,O,O,,,X,,,,"X,O,O,,,X,,,",0.5
904,,X,,O,X,,,O,,",X,,O,X,,,O,",0.5
905,O,O,,,X,,,X,,"O,O,,,X,,,X,",0.5
906,,X,,X,O,,,O,,",X,,X,O,,,O,",0.5
907,,X,,,O,O,,,X,",X,,,O,O,,,X",0.5
908,X,,,,,O,,O,X,"X,,,,,O,,O,X",0.5
909,,,O,X,,X,,O,,",,O,X,,X,,O,",0.5
910,O,,O,,,,X,X,,"O,,O,,,,X,X,",0.5
911,,X,O,O,X,,,,,",X,O,O,X,,,,",0.5
912,,O,,,,X,O,X,,",O,,,,X,O,X,",0.5
913,X,,,,,O,,X,O,"X,,,,,O,,X,O",0.5
914,O,,,X,,,X,O,,"O,,,X,,,X,O,",0.5
915,X,,,O,X,O,,,,"X,,,O,X,O,,,",0.5
916,O,,,X,,,X,,O,"O,,,X,,,X,,O",0.5
917,X,O,,,O,,,X,,"X,O,,,O,,,X,",0.5
918,,X,X,,,O,,,O,",X,X,,,O,,,O",0.5
919,X,O,,O,,X,,,,"X,O,,O,,X,,,",0.5
920,,X,,,,,X,O,O,",X,,,,,X,O,O",0.5
921,O,,,X,,,O,X,,"O,,,X,,,O,X,",0.5
922,X,,O,,O,,X,,,"X,,O,,O,,X,,",0.5
923,X,,X,O,,,,,O,"X,,X,O,,,,,O",0.5
924,O,O,X,X,,,,,,"O,O,X,X,,,,,",0.5
925,X,,,O,O,,X,,,"X,,,O,O,,X,,",0.5
926,,,,,X,,O,X,O,",,,,X,,O,X,O",0.5
927,O,,O,X,X,,,,,"O,,O,X,X,,,,",0.5
928,,X,,,,X,,O,O,",X,,,,X,,O,O",0.5
929,,,X,O,,O,,,X,",,X,O,,O,,,X",0.5
930,O,,,,X,,,X,O,"O,,,,X,,,X,O",0.5
931,,X,O,,,,O,,X,",X,O,,,,O,,X",0.5
932,,,,,O,O,,X,X,",,,,O,O,,X,X",0.5
933,O,X,O,,,,,,X,"O,X,O,,,,,,X",0.5
934,,X,,O,,X,,O,,",X,,O,,X,,O,",0.5
935,,,,O,O,X,X,,,",,,O,O,X,X,,",0.5
936,,,X,O,X,,O,,,",,X,O,X,,O,,",0.5
937,,O,,,X,X,,,O,",O,,,X,X,,,O",0.5
938,X,,,X,,O,,,O,"X,,,X,,O,,,O",0.5
939,,,X,,,,X,O,O,",,X,,,,X,O,O",0.5
940,O,O,,,,X,,X,,"O,O,,,,X,,X,",0.5
941,,O,,,,X,X,O,,",O,,,,X,X,O,",0.5
942,,X,O,O,,X,,,,",X,O,O,,X,,,",0.5
943,O,,X,,X,,,,O,"O,,X,,X,,,,O",0.5
944,X,,,,,O,O,X,,"X,,,,,O,O,X,",0.5
945,X,,,O,,O,X,,,"X,,,O,,O,X,,",0.5
946,,X,,,,,O,X,O,",X,,,,,O,X,O",0.5
947,,O,O,,X,,,,X,",O,O,,X,,,,X",0.5
948,,O,,,X,O,,X,,",O,,,X,O,,X,",0.5
949,O,,,X,O,,X,,,"O,,,X,O,,X,,",0.5
950,X,,,O,,,X,,O,"X,,,O,,,X,,O",0.5
951,O,,,,X,,O,,X,"O,,,,X,,O,,X",0.5
952,,O,X,O,,,,X,,",O,X,O,,,,X,",0.5
953,,,O,O,X,X,,,,",,O,O,X,X,,,",0.5
954,,O,O,X,,,,,X,",O,O,X,,,,,X",0.5
955,O,X,X,,,,,O,,"O,X,X,,,,,O,",0.5
956,,O,,,X,O,X,,,",O,,,X,O,X,,",0.5
957,,O,X,X,,,,,O,",O,X,X,,,,,O",0.5
958,X,,O,,X,,,,O,"X,,O,,X,,,,O",0.5
959,O,,O,,,X,,,X,"O,,O,,,X,,,X",0.5
960,,,X,O,O,,,,X,",,X,O,O,,,,X",0.5
961,O,,,,,X,,X,O,"O,,,,,X,,X,O",0.5
962,X,X,O,,,O,,,,"X,X,O,,,O,,,",0.5
963,,X,,,O,,,X,O,",X,,,O,,,X,O",0.5
964,,,O,,O,,,X,X,",,O,,O,,,X,X",0.5
965,,,,O,O,,X,X,,",,,O,O,,X,X,",0.5
966,,,,O,X,X,,O,,",,,O,X,X,,O,",0.5
967,,X,X,,,O,O,,,",X,X,,,O,O,,",0.5
968,,X,O,,O,,X,,,",X,O,,O,,X,,",0.5
969,,,,,X,O,X,O,,",,,,X,O,X,O,",0.5
970,,O,,,X,,,X,O,",O,,,X,,,X,O",0.5
971,,,,O,X,O,,X,,",,,O,X,O,,X,",0.5
972,,O,X,X,,,,O,,",O,X,X,,,,O,",0.5
973,O,,,X,X,,,O,,"O,,,X,X,,,O,",0.5
974,X,X,,,,O,O,,,"X,X,,,,O,O,,",0.5
975,,X,,X,,O,,O,,",X,,X,,O,,O,",0.5
976,,O,X,,,,X,O,,",O,X,,,,X,O,",0.5
977,O,O,,X,X,,,,,"O,O,,X,X,,,,",0.5
978,X,,,,X,O,,,O,"X,,,,X,O,,,O",0.5
979,O,,,X,X,,,,O,"O,,,X,X,,,,O",0.5
980,,,O,,O,,X,,X,",,O,,O,,X,,X",0.5
981,,,,X,X,,O,O,,",,,X,X,,O,O,",0.5
982,,,X,,O,O,,,X,",,X,,O,O,,,X",0.5
983,,X,O,,,,X,O,,",X,O,,,,X,O,",0.5
984,,O,,,,X,X,,O,",O,,,,X,X,,O",0.5
985,O,,O,,X,,X,,,"O,,O,,X,,X,,",0.5
986,O,,,,X,,,O,X,"O,,,,X,,,O,X",0.5
987,X,,,O,,,O,X,,"X,,,O,,,O,X,",0.5
988,O,,O,X,,,X,,,"O,,O,X,,,X,,",0.5
989,O,,X,,X,O,,,,"O,,X,,X,O,,,",0.5
990,,X,,X,,O,O,,,",X,,X,,O,O,,",0.5
991,,X,O,,,,O,X,,",X,O,,,,O,X,",0.5
992,X,O,,O,X,,,,,"X,O,,O,X,,,,",0.5
993,,O,O,X,,,,X,,",O,O,X,,,,X,",0.5
994,X,,,,X,O,,O,,"X,,,,X,O,,O,",0.5
995,X,O,,,,O,X,,,"X,O,,,,O,X,,",0.5
996,,O,,X,O,X,,,,",O,,X,O,X,,,",0.5
997,,,O,,X,X,O,,,",,O,,X,X,O,,",0.5
998,X,O,O,,X,,,,,"X,O,O,,X,,,,",0.5
999,,,O,,X,,X,O,,",,O,,X,,X,O,",0.5
1000,O,,X,X,,,,O,,"O,,X,X,,,,O,",0.5
1001,O,,X,,O,,,X,,"O,,X,,O,,,X,",0.5
1002,,X,,,O,X,,O,,",X,,,O,X,,O,",0.5
1003,,,O,X,O,,,,X,",,O,X,O,,,,X",0.5
1004,X,O,,,,O,,,X,"X,O,,,,O,,,X",0.5
1005,X,O,X,O,,,,,,"X,O,X,O,,,,,",0.5
1006,,X,,,O,X,,,O,",X,,,O,X,,,O",0.5
1007,,X,,X,,,O,O,,",X,,X,,,O,O,",0.5
1008,,,O,O,,,X,X,,",,O,O,,,X,X,",0.5
1009,O,,,,X,,O,X,,"O,,,,X,,O,X,",0.5
1010,,O,X,O,,,X,,,",O,X,O,,,X,,",0.5
1011,,X,,,,O,O,,X,",X,,,,O,O,,X",0.5
1012,,,X,O,O,,X,,,",,X,O,O,,X,,",0.5
1013,,O,,,,O,,X,X,",O,,,,O,,X,X",0.5
1014,X,,O,,X,O,,,,"X,,O,,X,O,,,",0.5
1015,,,,X,O,,X,,O,",,,X,O,,X,,O",0.5
1016,,O,,,O,X,X,,,",O,,,O,X,X,,",0.5
1017,O,,,,,O,,X,X,"O,,,,,O,,X,X",0.5
1018,,,,X,O,,,O,X,",,,X,O,,,O,X",0.5
1019,,X,,,,X,O,O,,",X,,,,X,O,O,",0.5
1020,,O,,,,X,,X,O,",O,,,,X,,X,O",0.5
1021,X,,O,X,,,,O,,"X,,O,X,,,,O,",0.5
1022,,,O,,,X,X,,O,",,O,,,X,X,,O",0.5
1023,O,,X,,,,,X,O,"O,,X,,,,,X,O",0.5
1024,X,O,,X,,,,O,,"X,O,,X,,,,O,",0.5
1025,,,X,,,O,O,X,,",,X,,,O,O,X,",0.5
1026,,,X,O,,O,X,,,",,X,O,,O,X,,",0.5
1027,X,,X,,O,,,O,,"X,,X,,O,,,O,",0.5
1028,X,,,,O,X,,O,,"X,,,,O,X,,O,",0.5
1029,X,,,,,O,X,,O,"X,,,,,O,X,,O",0.5
1030,,,,X,,X,,O,O,",,,X,,X,,O,O",0.5
1031,O,X,,,,X,,,O,"O,X,,,,X,,,O",0.5
1032,O,X,,,,O,,X,,"O,X,,,,O,,X,",0.5
1033,X,,,O,O,,,X,,"X,,,O,O,,,X,",0.5
1034,X,X,,,O,O,,,,"X,X,,,O,O,,,",0.5
1035,O,,,O,X,,,,X,"O,,,O,X,,,,X",0.5
1036,,O,,O,,X,X,,,",O,,O,,X,X,,",0.5
1037,O,O,X,,,X,,,,"O,O,X,,,X,,,",0.5
1038,X,,,,,,O,O,X,"X,,,,,,O,O,X",0.5
1039,O,,O,,X,,,,X,"O,,O,,X,,,,X",0.5
1040,X,,,,O,,X,,O,"X,,,,O,,X,,O",0.5
1041,,O,,,,,X,X,O,",O,,,,,X,X,O",0.5
1042,,,,X,,O,X,O,,",,,X,,O,X,O,",0.5
1043,,O,,O,,,X,X,,",O,,O,,,X,X,",0.5
1044,,O,,X,X,,,O,,",O,,X,X,,,O,",0.5
1045,X,,O,,,,,X,O,"X,,O,,,,,X,O",0.5
1046,O,,,X,O,,,X,,"O,,,X,O,,,X,",0.5
1047,,X,O,X,,,O,,,",X,O,X,,,O,,",0.5
1048,,,X,X,,,O,,O,",,X,X,,,O,,O",0.5
1049,,,O,,O,,X,X,,",,O,,O,,X,X,",0.5
1050,,O,X,,,X,,O,,",O,X,,,X,,O,",0.5
1051,,,O,,X,X,,O,,",,O,,X,X,,O,",0.5
1052,X,,,,,X,,O,O,"X,,,,,X,,O,O",0.5
1053,X,O,X,,,,,,O,"X,O,X,,,,,,O",0.5
1054,,O,,X,O,,X,,,",O,,X,O,,X,,",0.5
